"Student","StepID","Correct","KC_1","KC_27","KC_24","KC_14","KC_22","KC_20","KC_21"
"stu1",478,0,0,1,0,0,0,0,0
"stu1",479,1,0,1,0,0,0,0,0
"stu1",484,1,0,1,0,0,0,0,0
"stu1",485,1,0,1,0,0,0,0,0
"stu1",497,1,0,0,0,0,1,0,0
"stu1",518,1,0,0,0,0,0,1,0
"stu1",538,1,0,0,0,0,0,0,1
"stu1",593,0,0,0,0,0,1,0,0
"stu1",597,1,0,0,0,0,1,0,0
"stu1",604,0,0,0,0,0,1,0,0
"stu1",605,1,0,0,0,0,1,0,0
"stu1",606,1,0,0,0,0,1,0,0
"stu1",619,1,0,0,0,0,1,0,0
"stu1",626,1,0,0,1,0,0,0,0
"stu1",653,1,0,0,1,0,0,0,0
"stu1",686,1,0,0,0,0,1,0,0
"stu1",698,1,0,0,0,0,1,0,0
"stu1",705,0,0,1,0,0,0,0,0
"stu1",706,1,0,1,0,0,0,0,0
"stu1",709,1,0,0,0,0,0,0,1
"stu1",733,0,0,0,1,0,0,0,0
"stu1",734,1,0,0,1,0,0,0,0
"stu1",741,0,0,0,1,0,0,0,0
"stu1",742,1,0,0,1,0,0,0,0
"stu1",747,0,0,0,1,0,0,0,0
"stu1",748,1,0,0,1,0,0,0,0
"stu1",757,1,0,0,1,0,0,0,0
"stu1",774,1,0,0,0,0,0,1,0
"stu1",804,1,0,0,0,0,0,0,1
"stu1",814,1,0,0,0,0,0,0,1
"stu1",871,0,0,0,0,0,1,0,0
"stu1",873,1,0,0,0,0,1,0,0
"stu1",902,1,0,0,1,0,0,0,1
"stu1",925,1,0,0,0,0,1,0,0
"stu1",933,0,0,1,0,0,0,0,0
"stu1",937,0,0,0,0,0,0,1,0
"stu1",938,1,0,0,0,0,0,1,0
"stu1",939,1,0,1,0,0,0,0,0
"stu1",954,1,0,1,0,0,0,0,0
"stu1",972,1,0,0,1,0,0,0,0
"stu1",981,0,0,0,1,0,0,0,0
"stu1",982,1,0,0,1,0,0,0,0
"stu1",1000,1,0,0,1,0,0,0,0
"stu1",1018,1,0,0,1,0,0,0,0
"stu1",1111,1,0,0,0,0,0,0,1
"stu1",1113,1,0,0,0,0,0,0,1
"stu1",1283,0,0,0,0,0,1,0,0
"stu1",1284,1,0,0,0,0,1,0,0
"stu1",1303,1,0,0,0,0,0,1,0
"stu1",1308,1,0,0,1,0,0,1,0
"stu1",1313,1,0,0,1,0,0,0,0
"stu1",1314,1,0,1,0,0,0,0,0
"stu1",1323,1,0,0,1,0,0,0,0
"stu1",1324,1,0,0,1,0,0,0,0
"stu1",1414,1,0,0,0,0,0,1,0
"stu1",1415,1,0,0,1,0,0,0,0
"stu1",1416,1,0,0,1,0,0,0,0
"stu1",1439,1,0,0,0,0,1,0,1
"stu1",1486,1,1,0,0,0,0,0,0
"stu1",1567,0,0,1,1,0,0,1,0
"stu1",1584,1,0,0,0,0,1,0,1
"stu1",1593,1,0,0,0,0,0,1,0
"stu1",1626,0,0,1,0,0,0,0,0
"stu1",1677,1,0,0,0,0,0,1,0
"stu1",1685,0,0,0,1,0,0,0,0
"stu1",1686,1,0,0,1,0,0,0,0
"stu1",1732,1,0,0,0,0,0,0,1
"stu1",1863,1,0,0,1,0,0,0,0
"stu1",1864,1,0,0,1,0,0,0,0
"stu1",1876,1,0,0,1,0,0,0,0
"stu1",1891,1,0,0,1,0,0,0,0
"stu1",1899,1,0,0,0,0,0,1,0
"stu1",1906,1,0,0,0,0,0,1,0
"stu1",1911,1,0,0,0,0,0,1,0
"stu1",1932,1,0,0,1,0,0,0,0
"stu1",1937,1,0,0,0,0,0,1,0
"stu1",1966,1,0,0,0,0,0,0,1
"stu1",1978,0,0,0,0,0,0,0,1
"stu1",1979,1,0,0,0,0,0,0,1
"stu1",1985,1,0,0,0,0,0,0,1
"stu1",1998,0,0,0,0,0,0,0,1
"stu1",1999,1,0,0,0,0,0,0,1
"stu1",2006,1,0,0,0,0,0,0,1
"stu1",2014,1,0,0,0,0,0,0,1
"stu1",2018,1,0,0,0,0,0,0,1
"stu1",2032,0,0,0,1,0,0,0,0
"stu1",2033,1,0,0,1,0,0,0,0
"stu1",2038,1,0,0,1,0,0,0,0
"stu1",2044,1,0,0,1,0,0,0,0
"stu1",2049,1,0,0,1,0,0,0,0
"stu1",2059,0,0,0,1,0,0,0,0
"stu1",2063,1,0,0,1,0,0,0,0
"stu1",2069,1,0,0,1,0,0,0,0
"stu1",2074,1,0,0,1,0,0,0,0
"stu1",2083,1,0,1,0,0,0,0,0
"stu1",2085,1,0,1,0,0,0,0,0
"stu1",2112,1,0,1,0,0,0,0,0
"stu1",2120,1,0,1,0,0,0,0,0
"stu1",2140,1,0,1,0,0,0,0,0
"stu1",2147,0,0,0,1,0,0,0,0
"stu1",2148,1,0,0,1,0,0,0,0
"stu1",2152,1,0,0,1,0,0,0,0
"stu1",2195,1,0,0,0,0,0,0,1
"stu1",2199,1,0,0,0,0,0,0,1
"stu1",2202,1,0,0,1,0,0,0,1
"stu1",2215,0,0,0,0,0,0,0,1
"stu1",2216,1,0,0,0,0,0,0,1
"stu1",2219,1,0,0,0,0,0,1,0
"stu1",2239,1,0,0,0,0,0,1,0
"stu1",2267,1,0,0,1,0,0,0,0
"stu1",2274,1,0,0,1,0,0,0,0
"stu1",2287,1,0,0,0,0,0,1,0
"stu1",2291,1,0,0,0,0,0,1,0
"stu1",2292,1,0,0,0,0,0,1,0
"stu1",2294,1,0,0,1,0,0,0,0
"stu1",2314,1,0,0,0,0,0,1,0
"stu1",2340,0,0,0,0,0,0,0,1
"stu1",2348,1,0,0,0,0,0,0,1
"stu1",2349,1,0,0,0,0,0,0,1
"stu1",2622,1,1,0,0,0,0,0,0
"stu1",2624,1,0,0,0,1,0,0,0
"stu1",2735,1,0,0,1,0,0,0,0
"stu1",2740,0,0,1,0,0,0,0,0
"stu1",2741,1,0,1,0,0,0,0,0
"stu1",2744,0,0,0,1,0,0,0,0
"stu1",2745,1,0,0,1,0,0,0,0
"stu1",2749,0,0,0,0,0,0,1,0
"stu1",2750,1,0,0,0,0,0,1,0
"stu1",2758,0,0,0,0,0,0,0,1
"stu1",2759,1,0,0,0,0,0,0,1
"stu1",2761,1,0,1,0,0,0,0,0
"stu1",2770,1,0,0,1,0,0,0,0
"stu1",2774,0,0,0,1,0,0,0,0
"stu1",2775,1,0,0,1,0,0,0,0
"stu1",2815,1,1,0,0,0,0,0,0
"stu1",2817,1,1,0,0,0,0,0,0
"stu1",2852,0,0,0,0,0,0,1,0
"stu1",2853,1,0,0,0,0,0,1,0
"stu1",2856,0,0,0,0,0,0,1,0
"stu1",2857,1,0,0,0,0,0,1,0
"stu1",2864,0,0,0,0,0,0,1,0
"stu1",2868,1,0,0,0,0,0,1,0
"stu1",2894,1,0,0,0,0,0,1,0
"stu1",2901,1,0,0,0,0,0,1,0
"stu1",2923,1,0,0,0,0,0,0,1
"stu1",2928,0,0,0,0,0,0,0,1
"stu1",2929,1,0,0,0,0,0,0,1
"stu1",2930,1,0,0,0,0,0,0,1
"stu1",2941,1,0,0,0,0,0,0,1
"stu1",2990,1,0,0,1,0,0,0,0
"stu1",2991,1,0,0,1,0,0,0,0
"stu1",2998,0,0,0,1,0,0,0,0
"stu1",3002,1,0,0,1,0,0,0,0
"stu1",3019,1,0,0,1,0,0,0,0
"stu1",3067,1,0,0,1,0,0,1,1
"stu1",3120,1,0,1,0,0,0,0,0
"stu1",3133,1,0,1,0,0,0,0,0
"stu1",3141,1,1,0,0,0,0,0,0
"stu1",3142,1,0,1,0,0,0,0,0
"stu1",3161,1,0,1,0,0,0,0,0
"stu1",3162,1,0,1,0,0,0,0,0
"stu1",3200,1,0,0,1,0,0,0,0
"stu1",3205,0,0,0,1,0,0,0,0
"stu1",3209,1,0,0,1,0,0,0,0
"stu1",3218,1,0,0,0,0,0,1,0
"stu1",3239,1,0,0,0,0,0,1,0
"stu1",3266,0,0,0,0,0,0,0,1
"stu1",3267,1,0,0,0,0,0,0,1
"stu1",3281,1,0,0,0,0,0,0,1
"stu1",3326,1,0,0,0,0,0,1,0
"stu1",3329,1,0,0,0,0,0,1,0
"stu1",3340,1,0,0,0,0,0,0,1
"stu1",3346,1,0,0,0,0,0,0,1
"stu1",3349,1,0,0,0,0,0,0,1
"stu1",3356,0,0,0,0,0,0,0,1
"stu1",3357,1,0,0,0,0,0,0,1
"stu1",3369,1,0,0,0,0,0,0,1
"stu1",3388,1,0,0,0,0,0,0,1
"stu1",3389,1,0,0,0,0,0,0,1
"stu1",3390,1,0,0,0,0,0,0,1
"stu1",3393,1,0,0,0,0,0,0,1
"stu1",3416,1,0,0,0,0,0,0,1
"stu1",3421,1,0,0,0,0,0,0,1
"stu1",3435,1,0,0,0,0,0,0,1
"stu1",3451,1,0,0,0,0,0,0,1
"stu1",3466,1,0,0,0,0,0,0,1
"stu1",3472,1,0,0,0,0,0,0,1
"stu1",3473,1,0,0,0,0,0,0,1
"stu1",3479,1,0,0,0,0,0,0,1
"stu1",3485,1,0,0,0,0,0,0,1
"stu1",3488,1,0,0,0,0,0,1,0
"stu1",3497,0,0,0,0,0,0,1,0
"stu1",3501,1,0,0,0,0,0,0,1
"stu1",3532,0,0,0,0,0,0,1,0
"stu1",3533,1,0,0,0,0,0,1,0
"stu1",3537,0,0,0,0,0,0,1,0
"stu1",3538,1,0,0,0,0,0,1,0
"stu1",3652,1,0,0,0,0,0,1,0
"stu1",3653,1,0,0,0,0,0,1,0
"stu1",3659,1,0,0,0,0,0,1,0
"stu1",3684,0,0,0,0,0,0,1,0
"stu1",3685,1,0,0,0,0,0,1,0
"stu1",3692,1,0,0,0,0,0,1,0
"stu1",3698,1,0,0,0,0,0,1,0
"stu1",3703,0,0,0,0,0,0,1,0
"stu1",3706,1,0,0,0,0,0,1,0
"stu1",3722,0,0,0,0,0,0,1,0
"stu1",3723,1,0,0,0,0,0,1,0
"stu1",3726,1,0,0,0,0,0,1,0
"stu1",3731,1,0,0,0,0,1,0,1
"stu1",3737,1,0,0,1,0,0,0,0
"stu1",3742,1,0,0,1,0,0,0,0
"stu1",3747,0,0,0,1,0,0,0,0
"stu1",3750,1,0,0,1,0,0,0,0
"stu1",3762,1,0,0,1,0,0,0,0
"stu1",3770,1,0,0,1,0,1,0,1
"stu1",3776,1,0,0,0,0,0,0,1
"stu1",3791,1,0,0,1,0,0,0,0
"stu1",3793,1,0,0,1,0,0,0,0
"stu1",3906,1,0,0,0,0,0,0,1
"stu1",3919,1,0,0,0,0,0,1,0
"stu1",3921,1,0,0,0,0,0,1,0
"stu1",3927,1,0,0,1,0,0,0,0
"stu1",3970,1,0,0,0,0,0,1,0
"stu1",3972,1,0,0,0,0,0,1,0
"stu1",3980,1,0,0,0,0,0,1,0
"stu1",3985,1,0,0,0,0,0,1,0
"stu1",3987,1,0,0,0,0,0,1,0
"stu1",3992,1,0,0,0,0,0,1,0
"stu1",4000,1,0,0,0,0,0,1,0
"stu1",4017,0,0,0,0,0,0,1,0
"stu1",4018,1,0,0,0,0,0,1,0
"stu1",4024,1,0,0,0,0,0,1,0
"stu1",4029,1,0,0,0,0,0,1,0
"stu1",4046,1,0,0,1,0,0,1,0
"stu1",4052,1,0,0,1,0,0,1,0
"stu1",4057,1,0,0,1,0,0,1,0
"stu1",4133,1,0,0,0,0,1,0,0
"stu1",4142,1,0,0,0,0,1,0,0
"stu1",4143,1,0,0,0,0,1,0,0
"stu1",4175,1,0,0,0,0,1,0,0
"stu1",4176,1,0,0,0,0,1,0,0
"stu1",4201,0,0,0,0,0,1,0,0
"stu1",4202,1,0,0,0,0,1,0,0
"stu1",4203,1,0,0,0,0,1,0,0
"stu1",4216,1,0,0,0,0,1,0,0
"stu1",4239,0,0,0,0,0,1,0,0
"stu1",4240,1,0,0,0,0,1,0,0
"stu1",4241,1,0,0,0,0,1,0,0
"stu1",4242,1,0,0,0,0,1,0,0
"stu1",4247,1,0,0,0,0,1,0,0
"stu1",4249,1,0,0,0,0,1,0,0
"stu1",4250,1,0,0,0,0,1,0,0
"stu1",4264,1,0,0,0,0,1,0,0
"stu1",4272,1,0,0,0,0,1,0,0
"stu1",4276,1,0,0,0,0,1,0,0
"stu1",4288,1,0,0,0,0,1,0,0
"stu1",4296,1,0,0,0,0,1,0,0
"stu1",4301,1,0,0,0,0,1,0,0
"stu1",4303,1,0,0,0,0,1,0,0
"stu1",4304,1,0,0,0,0,1,0,0
"stu1",4307,1,0,0,0,0,1,0,0
"stu1",4310,0,0,0,0,0,1,0,0
"stu1",4311,1,0,0,0,0,1,0,0
"stu1",4415,1,0,0,0,1,0,0,0
"stu1",4430,1,0,0,0,1,0,0,0
"stu1",4432,1,0,0,0,1,0,0,0
"stu1",4466,1,0,0,0,1,0,0,0
"stu1",4473,1,0,0,0,1,0,0,0
"stu1",4506,1,0,0,0,1,0,0,0
"stu1",4542,1,0,0,0,1,0,0,0
"stu1",4626,0,0,0,0,1,0,0,0
"stu1",4628,1,0,0,0,1,0,0,0
"stu1",4670,1,0,0,0,1,0,0,0
"stu1",4764,1,0,0,0,0,0,1,0
"stu1",4768,1,0,0,0,0,0,1,0
"stu1",4769,1,0,0,0,0,0,1,0
"stu1",4770,0,0,0,0,0,0,1,0
"stu1",4772,1,0,0,0,0,0,1,0
"stu1",4777,1,0,0,0,0,0,1,0
"stu1",4778,1,0,0,0,0,0,1,0
"stu1",4782,1,0,0,0,0,0,1,0
"stu1",4787,1,0,0,0,0,0,1,0
"stu1",4788,1,0,0,0,0,0,1,0
"stu1",4790,1,0,0,0,0,0,1,0
"stu1",4792,1,0,0,0,0,0,1,0
"stu1",4796,0,0,0,0,0,0,1,0
"stu1",4800,1,0,0,0,0,0,1,0
"stu1",4823,1,0,0,0,0,0,1,0
"stu1",4832,1,0,0,0,0,0,1,0
"stu1",4834,1,0,0,0,0,0,1,0
"stu1",4835,1,0,0,0,0,0,1,0
"stu1",4836,0,0,0,0,0,0,1,0
"stu1",4839,1,0,0,0,0,0,1,0
"stu1",4848,1,0,0,0,0,0,1,0
"stu1",4849,1,0,0,0,0,0,1,0
"stu1",4854,1,0,0,0,0,0,1,0
"stu1",4870,1,0,0,0,0,0,1,0
"stu1",4892,1,0,0,0,0,0,1,0
"stu1",4900,1,0,0,0,0,0,1,0
"stu1",4928,1,0,0,0,0,0,1,0
"stu1",4951,0,0,0,0,0,0,1,0
"stu1",4953,1,0,0,0,0,0,1,0
"stu1",4958,0,0,0,0,0,0,1,0
"stu1",4960,1,0,0,0,0,0,1,0
"stu1",4972,1,0,0,0,0,0,1,0
"stu1",4978,0,0,0,0,0,0,1,0
"stu1",5014,1,0,0,0,0,0,1,0
"stu1",5049,1,0,0,0,0,0,1,0
"stu1",5059,1,0,0,0,0,0,1,0
"stu1",5064,1,0,0,0,0,0,1,0
"stu10",430,1,1,0,0,0,0,0,0
"stu10",462,1,0,0,1,0,0,0,0
"stu10",478,0,0,1,0,0,0,0,0
"stu10",479,1,0,1,0,0,0,0,0
"stu10",481,1,0,1,0,0,0,0,0
"stu10",484,1,0,1,0,0,0,0,0
"stu10",485,1,0,1,0,0,0,0,0
"stu10",486,1,0,0,0,0,0,1,0
"stu10",489,1,0,0,0,0,0,1,0
"stu10",495,0,0,0,0,0,0,0,1
"stu10",496,1,0,0,0,0,0,0,1
"stu10",497,1,0,0,0,0,1,0,0
"stu10",499,1,0,0,0,0,1,0,0
"stu10",506,1,0,0,0,0,0,1,0
"stu10",518,1,0,0,0,0,0,1,0
"stu10",531,1,0,0,0,0,0,1,0
"stu10",538,1,0,0,0,0,0,0,1
"stu10",585,1,0,0,0,0,1,0,0
"stu10",599,1,0,0,0,0,1,0,0
"stu10",624,0,0,0,0,0,1,0,0
"stu10",630,1,0,0,1,0,0,0,0
"stu10",651,1,0,0,1,0,0,0,0
"stu10",686,1,0,0,0,0,1,0,0
"stu10",698,1,0,0,0,0,1,0,0
"stu10",700,1,0,1,0,0,0,0,0
"stu10",709,1,0,0,0,0,0,0,1
"stu10",718,1,0,0,1,0,0,0,0
"stu10",733,0,0,0,1,0,0,0,0
"stu10",741,0,0,0,1,0,0,0,0
"stu10",742,1,0,0,1,0,0,0,0
"stu10",743,1,0,0,1,0,0,0,0
"stu10",747,0,0,0,1,0,0,0,0
"stu10",748,1,0,0,1,0,0,0,0
"stu10",757,1,0,0,1,0,0,0,0
"stu10",770,1,0,0,0,0,0,1,0
"stu10",805,0,0,0,0,0,0,0,1
"stu10",806,1,0,0,0,0,0,0,1
"stu10",808,1,0,0,0,0,0,0,1
"stu10",814,1,0,0,0,0,0,0,1
"stu10",863,1,0,0,0,0,1,0,0
"stu10",871,0,0,0,0,0,1,0,0
"stu10",873,1,0,0,0,0,1,0,0
"stu10",904,1,0,0,1,0,0,0,0
"stu10",907,0,0,0,1,0,0,0,0
"stu10",908,1,0,0,1,0,0,0,0
"stu10",925,1,0,0,0,0,1,0,0
"stu10",933,0,0,1,0,0,0,0,0
"stu10",937,0,0,0,0,0,0,1,0
"stu10",938,1,0,0,0,0,0,1,0
"stu10",939,1,0,1,0,0,0,0,0
"stu10",956,1,0,1,0,0,0,0,0
"stu10",977,1,0,0,1,0,0,0,0
"stu10",984,1,0,0,1,0,0,0,1
"stu10",1044,0,0,0,0,0,0,1,0
"stu10",1047,1,0,0,0,0,0,1,0
"stu10",1074,1,0,0,0,0,1,0,0
"stu10",1111,1,0,0,0,0,0,0,1
"stu10",1113,1,0,0,0,0,0,0,1
"stu10",1116,1,0,0,0,0,0,0,1
"stu10",1303,1,0,0,0,0,0,1,0
"stu10",1308,1,0,0,1,0,0,1,0
"stu10",1310,1,0,0,1,0,0,0,0
"stu10",1313,1,0,0,1,0,0,0,0
"stu10",1314,1,0,1,0,0,0,0,0
"stu10",1316,1,0,1,0,0,0,0,0
"stu10",1321,0,0,1,0,0,0,0,0
"stu10",1322,1,0,1,0,0,0,0,0
"stu10",1323,1,0,0,1,0,0,0,0
"stu10",1324,1,0,0,1,0,0,0,0
"stu10",1354,1,0,0,1,0,0,0,0
"stu10",1414,1,0,0,0,0,0,1,0
"stu10",1415,1,0,0,1,0,0,0,0
"stu10",1416,1,0,0,1,0,0,0,0
"stu10",1425,1,0,0,1,0,0,1,0
"stu10",1429,1,0,0,0,0,1,0,0
"stu10",1443,0,0,0,0,0,1,0,1
"stu10",1486,1,1,0,0,0,0,0,0
"stu10",1492,0,1,0,0,0,0,0,0
"stu10",1498,0,1,0,0,0,0,0,0
"stu10",1499,1,1,0,0,0,0,0,0
"stu10",1558,1,0,1,0,0,0,0,0
"stu10",1732,1,0,0,0,0,0,0,1
"stu10",1736,0,0,0,0,0,0,0,1
"stu10",1738,1,0,0,0,0,0,0,1
"stu10",1867,1,0,0,1,0,0,0,0
"stu10",1873,1,0,0,1,0,0,0,0
"stu10",1876,1,0,0,1,0,0,0,0
"stu10",1891,1,0,0,1,0,0,0,0
"stu10",1892,1,0,0,1,0,0,0,0
"stu10",1899,1,0,0,0,0,0,1,0
"stu10",1906,1,0,0,0,0,0,1,0
"stu10",1913,1,0,0,0,0,0,1,0
"stu10",1915,0,0,0,0,0,0,1,0
"stu10",1917,1,0,0,0,0,0,1,0
"stu10",1921,1,0,0,0,0,0,1,0
"stu10",1929,1,0,0,0,0,0,1,0
"stu10",1932,1,0,0,1,0,0,0,0
"stu10",1943,1,0,0,0,0,0,1,0
"stu10",1953,1,0,0,0,0,0,1,0
"stu10",1957,1,0,0,0,0,0,1,0
"stu10",1968,1,0,0,0,0,0,0,1
"stu10",1969,1,0,0,0,0,0,0,1
"stu10",1977,1,0,0,0,0,0,0,1
"stu10",1980,1,0,0,0,0,0,0,1
"stu10",1985,1,0,0,0,0,0,0,1
"stu10",1987,1,0,0,0,0,0,0,1
"stu10",1994,1,0,0,0,0,0,0,1
"stu10",2000,1,0,0,1,0,0,0,0
"stu10",2018,1,0,0,0,0,0,0,1
"stu10",2027,1,0,0,1,0,0,0,0
"stu10",2029,1,0,0,1,0,0,0,0
"stu10",2036,1,0,0,1,0,0,0,0
"stu10",2038,1,0,0,1,0,0,0,0
"stu10",2046,1,0,0,1,0,0,0,0
"stu10",2047,1,0,0,1,0,0,0,0
"stu10",2058,0,0,0,1,0,0,0,0
"stu10",2063,1,0,0,1,0,0,0,0
"stu10",2068,1,0,0,1,0,0,0,0
"stu10",2074,1,0,0,1,0,0,0,0
"stu10",2083,1,0,1,0,0,0,0,0
"stu10",2085,1,0,1,0,0,0,0,0
"stu10",2112,1,0,1,0,0,0,0,0
"stu10",2114,1,0,1,0,0,0,0,0
"stu10",2120,1,0,1,0,0,0,0,0
"stu10",2140,1,0,1,0,0,0,0,0
"stu10",2143,1,0,0,1,0,0,0,0
"stu10",2149,1,0,0,1,0,0,0,0
"stu10",2195,1,0,0,0,0,0,0,1
"stu10",2199,1,0,0,0,0,0,0,1
"stu10",2200,1,0,0,1,0,0,0,0
"stu10",2202,1,0,0,1,0,0,0,1
"stu10",2207,1,0,0,1,0,0,0,1
"stu10",2222,1,0,0,0,0,0,1,0
"stu10",2239,1,0,0,0,0,0,1,0
"stu10",2265,1,0,0,1,0,0,0,0
"stu10",2272,1,0,0,1,0,0,0,0
"stu10",2274,1,0,0,1,0,0,0,0
"stu10",2290,0,0,0,0,0,0,1,0
"stu10",2293,1,0,0,0,0,0,1,0
"stu10",2294,1,0,0,1,0,0,0,0
"stu10",2314,1,0,0,0,0,0,1,0
"stu10",2316,1,0,0,0,0,0,1,0
"stu10",2327,1,0,0,1,0,0,0,0
"stu10",2334,1,0,0,0,0,0,0,1
"stu10",2340,0,0,0,0,0,0,0,1
"stu10",2348,1,0,0,0,0,0,0,1
"stu10",2349,1,0,0,0,0,0,0,1
"stu10",2426,1,0,0,1,0,0,0,0
"stu10",2432,1,0,0,0,0,0,1,0
"stu10",2441,0,0,0,0,0,0,1,0
"stu10",2442,1,0,0,0,0,0,1,0
"stu10",2460,1,0,0,0,0,0,0,1
"stu10",2464,1,0,0,0,0,0,0,1
"stu10",2476,1,0,0,0,0,0,1,1
"stu10",2477,1,0,0,1,0,0,0,0
"stu10",2478,1,0,0,1,0,0,0,1
"stu10",2479,1,0,0,0,0,0,1,0
"stu10",2480,1,0,0,1,0,0,0,0
"stu10",2566,1,0,1,1,0,0,1,1
"stu10",2622,1,1,0,0,0,0,0,0
"stu10",2624,1,0,0,0,1,0,0,0
"stu10",2735,1,0,0,1,0,0,0,0
"stu10",2736,0,0,0,1,0,0,0,0
"stu10",2737,1,0,0,1,0,0,0,0
"stu10",2740,0,0,1,0,0,0,0,0
"stu10",2741,1,0,1,0,0,0,0,0
"stu10",2744,0,0,0,1,0,0,0,0
